Median_House_Value,Median_Income,Median_Age,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,Rooms_Per_House,Bedrooms_Ratio,People_Per_House
293700.0,5.0778,16,3045,893,33.86,-118.06,15376.3784699602,27275.0572155414,152216.451735977,518985.624847245,587010.81672698,6.274356103023516,0.16741031590219524,3.4098544232922734
225400.0,0.9702,28,807,425,33.65,-117.92,4498.18847816113,53795.0931448369,125618.262982241,545151.656948927,613162.810033187,2.5576470588235294,0.3891444342226311,1.8988235294117648
500001.0,11.1978,32,2768,1106,34.1,-118.47,9773.56108486478,21510.2853245805,196091.510792465,474192.254547604,542175.8743495,7.270343580470163,0.14189777390871783,2.5027124773960217
223900.0,3.94,31,1473,520,34.1,-118.03,40704.6679948553,20384.7223287378,173772.070560745,500962.651470963,568984.732670502,5.0903846153846155,0.20362674726105023,2.832692307692308
89300.0,4.0156,35,669,128,33.93,-117.41,55862.0617811141,78053.2004934667,136986.221765733,554430.540232618,622302.543162068,6.1953125,0.18915510718789408,5.2265625
294500.0,6.019,42,813,326,33.97,-118.38,12478.0621197305,15539.8391665776,179639.391911338,490622.362910515,558590.369253436,5.7024539877300615,0.18128025820333513,2.4938650306748467
195800.0,3.6289,25,1404,385,33.76,-118.02,7000.30120315514,38497.4854900363,140939.102322891,529838.71929094,597852.505887362,4.568831168831169,0.2296759522455941,3.6467532467532466
167800.0,3.2369,17,3013,1078,32.95,-117.05,19913.1541167786,165139.502401764,28040.5797499691,656839.472393737,724871.700576222,4.465677179962894,0.22663066057332779,2.7949907235621523
137900.0,2.8417,45,1341,597,38.55,-121.51,52798.6126740986,579381.388416174,758272.022687906,139162.249520523,118040.971021845,5.078726968174204,0.20811345646437995,2.2462311557788945
159200.0,3.1957,29,1978,548,33.91,-118.07,19644.7704561086,22507.8485794814,157377.259638899,514181.405240387,582211.861428641,4.355839416058394,0.2387934645999162,3.6094890510948905
77100.0,3.1131,25,396,278,33.6,-117.7,10680.7200909284,71069.571293024,110383.497538977,562647.639741209,630681.362804297,4.751798561151079,0.22331566994700985,1.4244604316546763
173100.0,4.0524,52,1681,504,34.17,-118.14,37750.5815654813,16204.6783542028,185466.463535578,488368.881600501,556395.792434502,5.291666666666667,0.18222722159730034,3.3353174603174605
181700.0,2.4038,46,2371,648,34.07,-118.26,23426.9030382291,2482.21971559539,181889.205674858,489259.716742832,557287.683261318,3.6126543209876543,0.30029901751388294,3.6589506172839505
265700.0,4.475,43,683,258,37.94,-122.07,12275.4538161891,552487.658640949,731706.107189887,69002.1349106552,36700.8023914072,5.635658914728682,0.1609353507565337,2.647286821705426
96700.0,3.0,31,794,303,39.76,-121.65,183226.024894658,703083.870180512,880373.506181333,270421.123433229,230988.339319774,5.2772277227722775,0.19887429643527205,2.6204620462046204
164200.0,2.6678,34,1592,656,32.77,-117.01,17961.356824788,182864.516463763,15365.0154821,674526.93533311,742542.951967961,5.076219512195122,0.21711711711711712,2.426829268292683
250000.0,3.2411,52,1164,551,34.06,-118.35,15153.1013322898,9832.3130137535,185811.488213957,484701.112446902,552709.578638529,5.1488203266787655,0.212195981670779,2.1125226860254083
434700.0,8.7591,4,2969,1007,33.5,-117.7,9255.05455995698,79345.9244982247,100620.025577497,571056.69244399,639080.096749955,7.422045680238332,0.13874765854963875,2.9483614697120157
500001.0,11.3421,4,830,252,37.82,-122.08,15872.0769105812,542855.276415383,721933.487534776,56339.3715004929,31288.0692730803,8.115079365079366,0.1158924205378973,3.2936507936507935
92600.0,1.2083,39,475,123,33.9,-118.24,14863.0889308485,16931.1660301714,165506.396609165,504847.600970163,572840.94115851,5.219512195121951,0.20093457943925233,3.861788617886179
242000.0,2.7917,49,462,194,34.04,-118.36,13705.8794443035,10802.8392421655,184593.368930762,485806.818562909,553806.828946578,5.128865979381444,0.1849246231155779,2.381443298969072
234800.0,2.9258,26,1492,798,32.8,-117.24,2952.09960444586,167521.523356102,11926.6467192233,658335.219414958,726303.056093383,4.302005012531328,0.2542965336440431,1.8696741854636592
168800.0,2.0529,43,660,279,32.72,-117.14,5430.90238583495,180122.631450037,2028.92935099121,671125.738542042,739100.744967824,3.845878136200717,0.320596458527493,2.3655913978494625
154400.0,3.3068,50,1000,323,34.18,-118.14,38261.5886403108,17115.4582104907,186434.170084468,487553.760623054,555579.065557431,4.622291021671827,0.21835231078365708,3.0959752321981426
64000.0,1.75,17,633,312,38.96,-122.63,71003.6466457777,671735.309169999,851145.383435554,191787.901590815,133013.092503787,5.4743589743589745,0.2687353629976581,2.0288461538461537
80000.0,3.1964,18,320,133,36.66,-118.96,221953.014031587,297154.525325201,468380.624349347,271072.307364056,331375.065441325,9.789473684210526,0.32565284178187404,2.406015037593985
322200.0,5.6936,5,1810,1073,37.56,-122.27,3669.05357673212,532772.04176993,711057.938825357,41602.066263833,27706.4724599798,4.586206896551724,0.2395854501117659,1.6868592730661696
370400.0,5.3369,40,998,372,34.15,-118.23,29402.0935922641,10943.7324753993,187809.163471017,484428.447146186,552463.538989581,5.709677419354839,0.17419962335216574,2.682795698924731
181300.0,3.3409,8,2389,1371,33.68,-117.89,8837.41797480449,52721.4970179904,126870.158738339,544407.124279608,612429.792084498,3.849744711889132,0.2984084880636605,1.7425237053245806
114200.0,1.9779,49,889,283,33.99,-118.32,16117.8819788967,9867.10309601396,177938.034919465,492435.952969186,560432.702388245,4.971731448763251,0.1911869225302061,3.1413427561837457
112500.0,1.1483,36,1128,620,33.77,-118.18,2721.71633561781,31928.5900634704,150734.46124986,519527.035487316,587495.868750106,2.956451612903226,0.37534097108565195,1.8193548387096774
158100.0,4.9886,8,5810,1717,33.98,-117.47,57248.8779969695,71759.0217843512,143477.955028427,546586.815119498,614458.186006858,7.050669772859639,0.1580208161242359,3.3838089691322075
277700.0,5.3951,37,1346,507,37.32,-122.27,13590.5220719501,513957.592314435,691543.930533574,33376.2501846774,52444.0466209349,5.1420118343195265,0.2048331415420023,2.6548323471400392
154200.0,1.75,27,315,96,33.81,-118.18,6804.17622585099,27568.6465638305,154205.467386028,516088.229375555,584071.609070821,4.90625,0.2802547770700637,3.28125
105000.0,1.2286,28,1286,396,32.75,-117.09,11162.2411708911,180099.677750335,7663.48006642029,671479.338509385,739475.400960963,3.080808080808081,0.32049180327868854,3.2474747474747474
286500.0,5.2415,12,8190,2515,37.38,-121.85,22327.2833354747,492786.954628071,671492.018293433,6242.54478310714,67404.0864918406,5.1610337972166995,0.19784283513097073,3.256461232604374
190200.0,2.774,22,1870,763,38.61,-121.32,64162.727987612,576781.113937575,755244.846581156,150357.078149022,134437.90516601,5.114023591087811,0.21655561250640698,2.450851900393185
63100.0,1.7895,34,846,293,37.97,-121.25,25944.7928043279,512658.027190565,691831.561405448,90457.8188534694,105954.487704613,4.395904436860068,0.2670807453416149,2.887372013651877
189900.0,3.2301,23,1680,598,33.84,-117.93,19109.6117193241,37338.6244977359,144003.344214497,528561.642361429,596596.349146257,4.79933110367893,0.22752613240418118,2.809364548494983
57100.0,2.3373,21,1548,545,34.88,-117.13,155556.509516443,137460.52307141,240672.315237652,507473.017379451,573507.821068236,5.970642201834862,0.20559311616472034,2.840366972477064
282100.0,3.6635,36,891,348,33.95,-118.14,22255.2956306966,14852.0874676906,164638.407533757,506586.737753871,574613.900600984,5.580459770114943,0.18280123583934088,2.560344827586207
350000.0,4.7188,27,543,155,36.97,-122.13,3829.37030374613,478450.354762272,655083.185041978,45745.3879765736,93278.0207578382,6.393548387096774,0.19576185671039353,3.503225806451613
173900.0,2.5763,28,3160,620,34.06,-118.06,35657.4011022507,16943.5926721016,171194.097603579,502356.275241108,570387.903804585,3.4306451612903226,0.2938410907381288,5.096774193548387
218800.0,2.6914,52,849,365,37.86,-122.27,6895.62849480421,557192.833093377,736081.262332515,67116.9087802181,17095.3808139783,4.846575342465753,0.21028829847371397,2.326027397260274
225000.0,5.0929,41,495,196,34.19,-118.47,19481.7664015471,25858.9577751712,204003.170109104,466533.209065542,534545.219505411,5.63265306122449,0.17753623188405798,2.5255102040816326
101200.0,3.5129,25,1172,408,38.71,-121.44,71472.2619975116,591600.487796082,770154.465236536,157906.628866026,135378.276645075,5.7254901960784315,0.1738013698630137,2.872549019607843
164700.0,5.7321,18,1651,535,37.99,-121.79,8068.88854695222,541596.189677724,720997.139923444,73342.1472909234,61194.1233145846,6.814953271028037,0.14646187602852442,3.085981308411215
132000.0,2.45,42,1191,261,34.02,-118.17,27319.7711855516,7677.61895122383,172656.884259317,498903.788827461,566935.764945952,3.624521072796935,0.28752642706131076,4.563218390804598
245500.0,2.9705,23,1107,536,32.75,-117.16,7254.28775646524,176313.479568991,3811.33939833112,667354.13790159,735331.734442406,4.615671641791045,0.2400970088924818,2.0652985074626864
254200.0,2.9417,39,1165,538,34.1,-118.29,21933.5201459875,6812.26484476737,186203.151150319,484929.69645463,552957.874681737,4.0817843866171,0.2650273224043716,2.1654275092936803
301500.0,5.3962,23,3594,1253,38.11,-122.6,10159.7940650027,597203.87589308,776021.286124645,106223.022694922,40186.7153163848,6.897047086991221,0.14973385790326313,2.868316041500399
188500.0,4.9018,17,146,75,37.81,-121.99,22176.1211674279,536890.365478553,716055.843367479,53451.8414876639,38983.4562688767,6.2,0.17849462365591398,1.9466666666666668
184000.0,3.045,26,3596,967,33.78,-117.91,17025.7438427024,43178.8491079373,137311.47063835,534789.749775647,602822.211642286,4.44364012409514,0.24133116127530835,3.718717683557394
101800.0,1.4853,45,167,70,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162,5.285714285714286,0.22702702702702704,2.3857142857142857
220700.0,6.6605,29,859,315,38.03,-121.25,24283.8263802381,518283.352833083,697397.574377181,95739.0675869949,107484.590090909,7.825396825396825,0.13265720081135904,2.726984126984127
500001.0,7.0285,45,415,209,34.05,-118.49,3922.4753823664,22694.3584517105,192962.716635295,477320.850349958,545275.390033673,6.440191387559809,0.1589895988112927,1.985645933014354
202200.0,4.4063,9,3086,1265,33.63,-117.67,14970.8899292461,70792.3626262298,112153.839478096,561985.776635184,630020.870087517,4.564426877470356,0.228611014894354,2.439525691699605
387800.0,4.8125,34,1521,632,33.67,-118.0,7143.94874922065,48090.9483294774,131728.999073954,538693.590500398,606689.56185568,5.8734177215189876,0.1796875,2.4066455696202533
114200.0,1.685,44,666,220,33.99,-117.37,63384.2824409988,80816.8152684171,143014.04903153,552451.750623238,620259.272715254,4.168181818181818,0.24427480916030533,3.0272727272727273
47500.0,1.975,52,193,40,36.73,-119.79,173864.141585773,329083.256314965,506861.276784715,198441.30327825,260998.812146546,2.8,0.25,4.825
154800.0,5.0,20,1390,490,38.13,-121.29,22182.0990759134,529559.472998591,708619.437386209,103040.140754921,107614.374260289,6.46530612244898,0.16224747474747475,2.836734693877551
444200.0,6.4468,43,1011,444,33.83,-118.19,9193.51850152821,25202.7291400434,156525.906652973,513785.348451686,581772.111336553,5.948198198198198,0.15562287012495266,2.277027027027027
500001.0,3.0185,17,434,219,34.61,-120.16,14873.7851785829,186569.758475743,348391.136843374,340814.403557481,406559.338438366,4.205479452054795,0.20521172638436483,1.9817351598173516
103800.0,2.6214,7,1374,505,37.4,-120.84,94615.7402633031,439840.154750669,619083.701348001,93334.7685204378,146249.597171692,5.4910891089108915,0.19112874143526867,2.720792079207921
67500.0,2.6493,17,327,227,32.76,-117.18,8025.56645685036,174340.180982839,5230.16963113361,665315.14889204,733289.678978507,3.13215859030837,0.35724331926863573,1.4405286343612336
156800.0,3.5462,19,1444,503,33.14,-117.08,22683.5786737076,148004.541855052,47779.1763941445,639108.998255977,707141.838159883,5.226640159045726,0.18790414606314187,2.8707753479125246
335000.0,4.9643,37,98,47,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884,7.1063829787234045,0.16167664670658682,2.0851063829787235
75600.0,2.4559,28,811,314,40.89,-124.01,13624.9954552994,914398.688229461,1093687.97791481,435366.830076015,372122.474815602,4.681528662420382,0.22857142857142856,2.582802547770701
93100.0,3.2891,29,753,270,40.77,-122.96,101110.212132085,854934.905749598,1033350.30116049,392847.818689138,336235.351867246,6.062962962962963,0.18142944410507025,2.7888888888888888
168600.0,3.7466,29,2115,475,33.86,-118.27,11288.0775741616,21512.928591891,163744.997068803,506516.588326478,574484.999251397,5.446315789473684,0.18902203324313877,4.4526315789473685
398800.0,5.7248,39,1782,712,36.55,-121.91,2604.23561646888,433337.720726431,608563.509148537,87354.4132253444,143724.66281421,7.679775280898877,0.15252377468910022,2.502808988764045
336500.0,7.2494,6,3386,1062,37.71,-121.96,19752.8737118673,526703.704018507,705785.268651431,42061.4621210632,42047.2559114882,7.60075329566855,0.1300792864222002,3.1883239171374766
230900.0,4.9231,8,435,235,34.1,-118.18,31423.0678154432,7912.72971779019,180655.066702092,491640.108229442,559675.221645037,4.748936170212766,0.239247311827957,1.851063829787234
252800.0,3.5719,19,2828,1247,33.73,-117.81,17986.4833049984,53723.8598039901,127917.380554949,545071.018561862,613105.801709453,4.387329591018444,0.2458417108389691,2.267842822774659
361800.0,3.5292,36,1912,1172,33.77,-118.15,2414.07534824733,32552.0754033487,148996.534045721,521284.031517936,589263.985259154,3.7252559726962455,0.27737059092991295,1.6313993174061434
298400.0,2.7969,38,879,388,37.48,-122.23,6136.86215532345,523943.761294288,702110.170256435,33824.4509193012,37185.7766428553,4.06701030927835,0.25285171102661597,2.265463917525773
111500.0,2.8438,21,2018,642,38.37,-121.98,27772.118416487,585425.713938914,764829.736877727,115286.519740347,77155.8203339099,4.714953271028038,0.22299306243805747,3.143302180685358
151400.0,3.2813,33,1391,465,37.96,-121.7,8368.96163372808,534194.159832296,713603.377072355,71492.664608619,67444.5446075764,5.15268817204301,0.18864774624373956,2.9913978494623654
100600.0,1.9194,27,2667,870,33.67,-117.33,43548.5715387073,94466.0538434516,107267.036258841,580139.458649724,648108.380280099,5.029885057471264,0.22920475319926875,3.06551724137931
235600.0,6.0102,16,1154,307,38.01,-122.24,3954.97061599942,568034.142044325,747159.409359106,80981.5315843658,31154.3910292941,6.7882736156351795,0.15115163147792707,3.758957654723127
242700.0,4.5625,34,1019,301,37.36,-121.98,15389.4302370699,498999.466802594,677402.32584031,8157.16683108184,60836.1406356487,5.764119601328904,0.18328530259365994,3.3853820598006643
66800.0,1.2575,26,1971,560,38.52,-121.47,50356.6764303591,574724.710012192,753590.314002092,136838.348842157,118099.949993076,3.8875,0.2930638493339458,3.5196428571428573
500001.0,5.0,42,539,249,33.61,-117.89,5848.87745424538,59036.8700438634,120379.354237458,550343.089011425,618351.858029185,5.224899598393574,0.21521906225980014,2.1646586345381524
374000.0,8.2653,4,3754,1241,33.79,-117.76,25973.9522554994,53310.8410251033,131796.366407436,543191.046545327,611222.362299985,7.231265108783239,0.14129708045464676,3.024979854955681
230000.0,4.2891,52,1442,371,37.75,-122.41,1998.4045429079,556542.895311997,734994.885900889,64822.7118125639,3257.32335682033,5.099730458221024,0.21934460887949261,3.8867924528301887
141100.0,3.5938,46,655,149,34.04,-118.17,28830.344992304,6923.73794641765,174523.216632852,497235.151308825,565268.678688744,4.731543624161074,0.23687943262411348,4.395973154362416
170300.0,6.759,4,3121,902,35.33,-119.1,111420.739962399,162221.74238052,341201.477842932,335117.602023916,402931.631913005,7.361419068736142,0.1352409638554217,3.4600886917960088
241500.0,4.7813,21,1862,595,36.88,-121.6,18727.634944456,437268.705816985,615214.361667437,56924.0351878876,123628.017872911,5.741176470588235,0.18266978922716628,3.1294117647058823
60300.0,1.6378,26,1445,498,36.21,-119.35,164737.221498133,260166.212894228,437272.08024316,258764.258520077,324213.591516368,4.981927710843373,0.2361950826279726,2.9016064257028114
420000.0,3.6373,52,1004,372,34.04,-118.33,16431.3695198501,8068.31759255389,182927.114238148,487589.008144582,555597.338945042,6.841397849462366,0.1575638506876228,2.6989247311827955
224700.0,4.3269,35,496,168,33.82,-117.95,16244.1190974193,37428.5643956836,143025.697470965,529008.666629577,597041.289915807,6.648809523809524,0.162041181736795,2.9523809523809526
151500.0,3.0521,38,1331,316,37.47,-122.15,3081.019859965,518220.187363795,696535.009739543,27184.0529214231,41907.3179404081,4.936708860759493,0.19294871794871796,4.212025316455696
82100.0,3.3929,39,408,166,39.48,-121.79,152232.959244758,681056.77414379,859153.650906064,238628.607170356,197710.573253492,6.656626506024097,0.16289592760180996,2.4578313253012047
104200.0,2.9167,34,986,272,34.96,-120.44,20361.9854068667,225139.258954161,392368.829969834,294594.000842822,360108.233333409,4.588235294117647,0.22756410256410256,3.625
361400.0,6.235,44,513,185,33.97,-118.39,11938.2762831859,16294.1285364722,180226.266609323,490038.851094949,558002.676318328,5.92972972972973,0.16955332725615316,2.772972972972973
187500.0,2.1516,52,895,456,37.78,-122.42,3011.49169698704,559566.449683387,738064.668181169,67829.9495908833,1197.95033031044,2.75,0.3740031897926635,1.962719298245614
295300.0,4.7891,22,1297,581,32.85,-117.2,5820.77782096582,165063.513995487,15366.2817281761,656363.443557165,724356.46316493,6.025817555938038,0.1802342187946301,2.2323580034423407
216200.0,5.0605,24,700,224,33.82,-117.89,20698.7293054797,41610.9635680676,140247.03405735,532677.628617712,600712.697098222,5.660714285714286,0.16561514195583596,3.125
66300.0,1.5064,42,1879,679,39.72,-121.82,168431.577584195,705775.133741713,883554.571149544,265222.584082885,222785.945910835,4.3858615611192935,0.23304231027535258,2.767304860088365
98000.0,5.0762,11,765,296,35.54,-117.84,179907.363023553,169488.259272958,320198.00963216,413846.452887171,478910.633227066,5.91554054054054,0.18046830382638493,2.5844594594594597
175000.0,1.119,9,735,325,33.83,-117.91,19802.7016222834,39473.6488759465,142121.193695738,530619.237161389,598654.169774574,3.5692307692307694,0.31724137931034485,2.2615384615384615
460000.0,4.0153,25,1139,658,34.05,-118.39,11305.531912606,13482.366597857,187162.502852319,483179.39847448,551173.244387707,4.276595744680851,0.24911158493248045,1.7310030395136777
122600.0,1.324,19,3127,1098,32.68,-117.08,6374.03648360963,186974.853267824,8565.17032388834,678111.382515296,746092.571397051,3.3105646630236794,0.2965612104539202,2.847905282331512
335700.0,4.6528,32,986,473,37.9,-122.05,16944.0256758632,547945.977857307,727144.755150755,64276.2776107824,36298.5954792317,5.657505285412262,0.18086696562032886,2.0845665961945032
173200.0,7.732,18,747,256,34.15,-117.2,87051.2973120574,96709.491835794,159523.749197095,552003.120975461,619529.45132357,7.26171875,0.13501882732651962,2.91796875
233200.0,5.0761,35,1832,662,37.93,-122.08,13312.6612478267,552193.416343636,731393.368013114,68127.0569610575,35388.3301533951,6.1072507552870094,0.17041800643086816,2.7673716012084593
84200.0,4.0673,35,831,305,38.68,-121.38,69654.5638414775,586121.728925521,764601.239606393,156113.613663102,136316.451182962,5.386885245901639,0.18137553256238587,2.724590163934426
96000.0,3.1406,20,529,196,40.95,-124.16,3152.29716303573,927186.106245783,1106513.08620724,446898.866235346,383132.222530653,5.48469387755102,0.19906976744186047,2.6989795918367347
79600.0,2.0938,39,539,212,40.59,-124.15,13232.598443729,894626.972783981,1074032.79945739,411106.063290032,346381.688782221,5.59433962264151,0.20067453625632378,2.542452830188679
446600.0,6.4232,41,746,285,34.01,-118.43,7071.36970271532,17800.0001093715,186004.064501376,484261.223252957,552224.886428973,5.3578947368421055,0.18271119842829076,2.617543859649123
180700.0,3.8465,17,4419,1526,34.1,-117.84,47515.2406105566,37557.4621326052,166322.535034106,513040.474850578,581012.437797412,5.134993446920053,0.20724859622256253,2.895806028833552
101900.0,2.1864,17,899,347,40.05,-123.78,22845.5065827353,827955.697193888,1007362.73508843,343383.449493673,278679.936995184,5.818443804034582,0.2456661713719663,2.590778097982709
77400.0,1.7062,45,847,354,37.26,-121.0,84850.99257659,434967.791880712,614376.724826813,79437.3536883383,138568.112366686,4.943502824858757,0.212,2.3926553672316384
500001.0,5.1923,44,745,332,33.61,-117.89,5848.87745424538,59036.8700438634,120379.354237458,550343.089011425,618351.858029185,6.403614457831325,0.19896519285042333,2.2439759036144578
243400.0,5.7519,27,1037,332,33.88,-117.89,24857.3233022843,37824.1179202726,146112.851003259,527711.330990041,595744.904079382,6.298192771084337,0.1606886657101865,3.1234939759036147
141400.0,4.7952,22,3280,817,32.73,-117.02,14195.024823846,185800.180439612,13293.3302662446,677353.113196829,745360.151387484,6.365973072215422,0.16631417035185542,4.01468788249694
213000.0,3.7479,17,1715,666,33.69,-117.99,8575.43231698492,46593.1119387584,132979.902843219,537578.88850499,605583.029911392,5.084084084084084,0.21529828706438275,2.575075075075075
500001.0,5.8343,15,395,157,32.95,-117.26,1269.03334366329,152775.100016091,27639.7664493814,644214.242960619,712216.338486564,6.598726114649682,0.1438223938223938,2.515923566878981
248000.0,6.0368,22,1595,494,34.29,-118.72,30466.4875324972,51178.2184080892,227006.601142165,443266.236499454,511224.574233468,6.611336032388664,0.1619718309859155,3.2287449392712553
